States,Region,Latitude,Longitude,Date,Day,Type of Day,Month,Season,Period,Electricity Consumed
Goa,WR,15.491997,73.81800065,2020-01-07,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,11.0
DD,WR,20.4283,72.8397,2020-01-07,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,7.3
DNH,WR,20.26657819,73.01661779999999,2020-01-07,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,18.9
Andhra Pradesh,WR,14.7504291,78.57002559,2020-01-07,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,161.3
Telangana,SR,18.1124,79.0193,2020-01-07,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,209.3
Karnataka,SR,12.57038129,76.91999711,2020-01-07,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,215.4
Kerala,SR,8.900372741,76.56999263,2020-01-07,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,74.4
Tamil Nadu,SR,12.92038576,79.15004187,2020-01-07,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,291.7
Pondy,SR,11.93499371,79.83000037,2020-01-07,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,7.4
Bihar,SR,25.78541445,87.4799727,2020-01-07,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,79.7
DVC,ER,22.4975,88.3527,2020-01-07,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,64.3
Jharkhand,ER,23.80039349,86.41998572,2020-01-07,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,24.2
Odisha,ER,19.82042971,85.90001746,2020-01-07,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,66.0
West Bengal,ER,22.58039044,88.32994665,2020-01-07,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,109.1
Sikkim,ER,27.3333303,88.6166475,2020-01-07,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,2.1
Arunachal Pradesh,ER,27.10039878,93.61660071,2020-01-07,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,2.2
Assam,NER,26.7499809,94.21666744,2020-01-07,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,22.4
Manipur,NER,24.79997072,93.95001705,2020-01-07,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,2.6
Meghalaya,NER,25.57049217,91.8800142,2020-01-07,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,6.4
Mizoram,NER,23.71039899,92.72001461,2020-01-07,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,1.7
Nagaland,NER,25.6669979,94.11657019,2020-01-07,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,2.2
Tripura,NER,23.83540428,91.27999914,2020-01-07,Tuesday,Working,1,WINTER,pre-Covid-Lockdown,3.5
Punjab,NR,31.51997398,75.98000281,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,112.6
Haryana,NR,28.45000633,77.01999101,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,120.2
Rajasthan,NR,26.44999921,74.63998124,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,239.0
Delhi,NR,28.6699929,77.23000403,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,74.7
UP,NR,27.59998069,78.05000565,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,269.2
Uttarakhand,NR,30.32040895,78.05000565,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,40.1
HP,NR,31.10002545,77.16659704,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,27.9
J&K,NR,33.45,76.24,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,51.9
Chandigarh,NR,30.71999697,76.78000565,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,4.7
Chhattisgarh,WR,22.09042035,82.15998734,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,74.2
Gujarat,WR,22.2587,71.1924,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,320.9
MP,WR,21.30039105,76.13001949,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,227.7
Maharashtra,WR,19.25023195,73.16017493,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,436.9
Goa,WR,15.491997,73.81800065,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,10.4
DD,WR,20.4283,72.8397,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,7.3
DNH,WR,20.26657819,73.01661779999999,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,18.9
Andhra Pradesh,WR,14.7504291,78.57002559,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,166.8
Telangana,SR,18.1124,79.0193,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,209.4
Karnataka,SR,12.57038129,76.91999711,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,216.7
Kerala,SR,8.900372741,76.56999263,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,66.7
Tamil Nadu,SR,12.92038576,79.15004187,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,298.3
Pondy,SR,11.93499371,79.83000037,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,6.9
Bihar,SR,25.78541445,87.4799727,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,79.5
DVC,ER,22.4975,88.3527,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,63.6
Jharkhand,ER,23.80039349,86.41998572,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,25.6
Odisha,ER,19.82042971,85.90001746,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,64.6
West Bengal,ER,22.58039044,88.32994665,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,106.8
Sikkim,ER,27.3333303,88.6166475,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,2.1
Arunachal Pradesh,ER,27.10039878,93.61660071,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,2.1
Assam,NER,26.7499809,94.21666744,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,22.0
Manipur,NER,24.79997072,93.95001705,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,2.6
Meghalaya,NER,25.57049217,91.8800142,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,6.5
Mizoram,NER,23.71039899,92.72001461,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,1.8
Nagaland,NER,25.6669979,94.11657019,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,2.2
Tripura,NER,23.83540428,91.27999914,2020-01-08,Wednesday,Working,1,WINTER,pre-Covid-Lockdown,3.9
Punjab,NR,31.51997398,75.98000281,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,113.5
Haryana,NR,28.45000633,77.01999101,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,126.5
Rajasthan,NR,26.44999921,74.63998124,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,231.5
Delhi,NR,28.6699929,77.23000403,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,77.5
UP,NR,27.59998069,78.05000565,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,276.6
Uttarakhand,NR,30.32040895,78.05000565,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,38.0
HP,NR,31.10002545,77.16659704,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,28.8
J&K,NR,33.45,76.24,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,53.8
Chandigarh,NR,30.71999697,76.78000565,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,4.7
Chhattisgarh,WR,22.09042035,82.15998734,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,69.7
Gujarat,WR,22.2587,71.1924,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,317.8
MP,WR,21.30039105,76.13001949,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,231.1
Maharashtra,WR,19.25023195,73.16017493,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,428.4
Goa,WR,15.491997,73.81800065,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,13.5
DD,WR,20.4283,72.8397,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,7.2
DNH,WR,20.26657819,73.01661779999999,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,19.0
Andhra Pradesh,WR,14.7504291,78.57002559,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,168.6
Telangana,SR,18.1124,79.0193,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,212.1
Karnataka,SR,12.57038129,76.91999711,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,225.6
Kerala,SR,8.900372741,76.56999263,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,73.0
Tamil Nadu,SR,12.92038576,79.15004187,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,298.3
Pondy,SR,11.93499371,79.83000037,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,6.4
Bihar,SR,25.78541445,87.4799727,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,70.5
DVC,ER,22.4975,88.3527,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,62.8
Jharkhand,ER,23.80039349,86.41998572,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,23.9
Odisha,ER,19.82042971,85.90001746,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,65.2
West Bengal,ER,22.58039044,88.32994665,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,109.6
Sikkim,ER,27.3333303,88.6166475,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,2.0
Arunachal Pradesh,ER,27.10039878,93.61660071,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,2.2
Assam,NER,26.7499809,94.21666744,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,23.0
Manipur,NER,24.79997072,93.95001705,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,2.7
Meghalaya,NER,25.57049217,91.8800142,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,6.4
Mizoram,NER,23.71039899,92.72001461,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,1.8
Nagaland,NER,25.6669979,94.11657019,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,2.3
Tripura,NER,23.83540428,91.27999914,2020-01-09,Thursday,Working,1,WINTER,pre-Covid-Lockdown,3.4
Punjab,NR,31.51997398,75.98000281,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,113.0
Haryana,NR,28.45000633,77.01999101,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,129.7
Rajasthan,NR,26.44999921,74.63998124,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,243.4
Delhi,NR,28.6699929,77.23000403,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,79.7
UP,NR,27.59998069,78.05000565,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,295.1
Uttarakhand,NR,30.32040895,78.05000565,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,40.1
HP,NR,31.10002545,77.16659704,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,30.2
J&K,NR,33.45,76.24,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,53.2
Chandigarh,NR,30.71999697,76.78000565,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,4.6
Chhattisgarh,WR,22.09042035,82.15998734,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,67.7
Gujarat,WR,22.2587,71.1924,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,313.9
MP,WR,21.30039105,76.13001949,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,236.6
Maharashtra,WR,19.25023195,73.16017493,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,427.0
Goa,WR,15.491997,73.81800065,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,13.4
DD,WR,20.4283,72.8397,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,6.3
DNH,WR,20.26657819,73.01661779999999,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,17.6
Andhra Pradesh,WR,14.7504291,78.57002559,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,171.5
Telangana,SR,18.1124,79.0193,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,210.3
Karnataka,SR,12.57038129,76.91999711,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,226.8
Kerala,SR,8.900372741,76.56999263,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,73.4
Tamil Nadu,SR,12.92038576,79.15004187,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,298.5
Pondy,SR,11.93499371,79.83000037,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,7.3
Bihar,SR,25.78541445,87.4799727,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,80.2
DVC,ER,22.4975,88.3527,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,64.9
Jharkhand,ER,23.80039349,86.41998572,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,24.4
Odisha,ER,19.82042971,85.90001746,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,65.4
West Bengal,ER,22.58039044,88.32994665,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,110.9
Sikkim,ER,27.3333303,88.6166475,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,2.0
Arunachal Pradesh,ER,27.10039878,93.61660071,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,2.2
Assam,NER,26.7499809,94.21666744,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,22.4
Manipur,NER,24.79997072,93.95001705,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,2.7
Meghalaya,NER,25.57049217,91.8800142,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,6.5
Mizoram,NER,23.71039899,92.72001461,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,1.6
Nagaland,NER,25.6669979,94.11657019,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,2.2
Tripura,NER,23.83540428,91.27999914,2020-01-10,Friday,Working,1,WINTER,pre-Covid-Lockdown,4.1
Punjab,NR,31.51997398,75.98000281,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,111.8
Haryana,NR,28.45000633,77.01999101,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,128.5
Rajasthan,NR,26.44999921,74.63998124,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,237.6
Delhi,NR,28.6699929,77.23000403,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,72.7
UP,NR,27.59998069,78.05000565,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,288.3
Uttarakhand,NR,30.32040895,78.05000565,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,40.7
HP,NR,31.10002545,77.16659704,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,30.3
J&K,NR,33.45,76.24,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,52.5
Chandigarh,NR,30.71999697,76.78000565,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,4.4
Chhattisgarh,WR,22.09042035,82.15998734,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,72.9
Gujarat,WR,22.2587,71.1924,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,327.6
MP,WR,21.30039105,76.13001949,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,239.8
Maharashtra,WR,19.25023195,73.16017493,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,434.1
Goa,WR,15.491997,73.81800065,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,13.6
DD,WR,20.4283,72.8397,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,7.3
DNH,WR,20.26657819,73.01661779999999,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,18.6
Andhra Pradesh,WR,14.7504291,78.57002559,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,171.3
Telangana,SR,18.1124,79.0193,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,212.3
Karnataka,SR,12.57038129,76.91999711,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,222.3
Kerala,SR,8.900372741,76.56999263,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,70.9
Tamil Nadu,SR,12.92038576,79.15004187,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,298.1
Pondy,SR,11.93499371,79.83000037,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,7.2
Bihar,SR,25.78541445,87.4799727,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,79.9
DVC,ER,22.4975,88.3527,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,64.4
Jharkhand,ER,23.80039349,86.41998572,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,24.6
Odisha,ER,19.82042971,85.90001746,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,65.2
West Bengal,ER,22.58039044,88.32994665,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,110.0
Sikkim,ER,27.3333303,88.6166475,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,2.0
Arunachal Pradesh,ER,27.10039878,93.61660071,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,2.4
Assam,NER,26.7499809,94.21666744,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,23.1
Manipur,NER,24.79997072,93.95001705,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,2.7
Meghalaya,NER,25.57049217,91.8800142,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,6.3
Mizoram,NER,23.71039899,92.72001461,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,1.6
Nagaland,NER,25.6669979,94.11657019,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,2.4
Tripura,NER,23.83540428,91.27999914,2020-01-11,Saturday,Holiday,1,WINTER,pre-Covid-Lockdown,3.6
Punjab,NR,31.51997398,75.98000281,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,103.6
Haryana,NR,28.45000633,77.01999101,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,114.1
Rajasthan,NR,26.44999921,74.63998124,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,240.4
Delhi,NR,28.6699929,77.23000403,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,69.3
UP,NR,27.59998069,78.05000565,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,288.0
Uttarakhand,NR,30.32040895,78.05000565,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,37.2
HP,NR,31.10002545,77.16659704,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,28.4
J&K,NR,33.45,76.24,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,47.6
Chandigarh,NR,30.71999697,76.78000565,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,4.0
Chhattisgarh,WR,22.09042035,82.15998734,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,74.7
Gujarat,WR,22.2587,71.1924,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,326.9
MP,WR,21.30039105,76.13001949,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,243.1
Maharashtra,WR,19.25023195,73.16017493,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,425.1
Goa,WR,15.491997,73.81800065,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,12.2
DD,WR,20.4283,72.8397,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,6.9
DNH,WR,20.26657819,73.01661779999999,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,18.8
Andhra Pradesh,WR,14.7504291,78.57002559,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,170.8
Telangana,SR,18.1124,79.0193,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,210.1
Karnataka,SR,12.57038129,76.91999711,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,207.3
Kerala,SR,8.900372741,76.56999263,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,63.2
Tamil Nadu,SR,12.92038576,79.15004187,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,279.3
Pondy,SR,11.93499371,79.83000037,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,6.7
Bihar,SR,25.78541445,87.4799727,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,82.1
DVC,ER,22.4975,88.3527,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,64.7
Jharkhand,ER,23.80039349,86.41998572,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,24.0
Odisha,ER,19.82042971,85.90001746,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,65.0
West Bengal,ER,22.58039044,88.32994665,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,103.3
Sikkim,ER,27.3333303,88.6166475,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,1.7
Arunachal Pradesh,ER,27.10039878,93.61660071,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,2.3
Assam,NER,26.7499809,94.21666744,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,21.6
Manipur,NER,24.79997072,93.95001705,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,2.6
Meghalaya,NER,25.57049217,91.8800142,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,6.4
Mizoram,NER,23.71039899,92.72001461,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,1.5
Nagaland,NER,25.6669979,94.11657019,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,2.3
Tripura,NER,23.83540428,91.27999914,2020-01-12,Sunday,Holiday,1,WINTER,pre-Covid-Lockdown,3.5
Punjab,NR,31.51997398,75.98000281,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,96.1
Haryana,NR,28.45000633,77.01999101,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,120.7
Rajasthan,NR,26.44999921,74.63998124,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,226.5
Delhi,NR,28.6699929,77.23000403,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,74.9
UP,NR,27.59998069,78.05000565,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,296.5
Uttarakhand,NR,30.32040895,78.05000565,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,39.3
HP,NR,31.10002545,77.16659704,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,28.4
J&K,NR,33.45,76.24,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,33.6
Chandigarh,NR,30.71999697,76.78000565,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,4.6
Chhattisgarh,WR,22.09042035,82.15998734,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,77.0
Gujarat,WR,22.2587,71.1924,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,324.1
MP,WR,21.30039105,76.13001949,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,245.5
Maharashtra,WR,19.25023195,73.16017493,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,445.4
Goa,WR,15.491997,73.81800065,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,9.4
DD,WR,20.4283,72.8397,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,7.2
DNH,WR,20.26657819,73.01661779999999,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,18.9
Andhra Pradesh,WR,14.7504291,78.57002559,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,170.4
Telangana,SR,18.1124,79.0193,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,211.0
Karnataka,SR,12.57038129,76.91999711,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,222.7
Kerala,SR,8.900372741,76.56999263,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,69.3
Tamil Nadu,SR,12.92038576,79.15004187,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,294.7
Pondy,SR,11.93499371,79.83000037,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,7.1
Bihar,SR,25.78541445,87.4799727,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,83.8
DVC,ER,22.4975,88.3527,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,63.9
Jharkhand,ER,23.80039349,86.41998572,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,24.6
Odisha,ER,19.82042971,85.90001746,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,66.2
West Bengal,ER,22.58039044,88.32994665,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,110.9
Sikkim,ER,27.3333303,88.6166475,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,2.1
Arunachal Pradesh,ER,27.10039878,93.61660071,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,2.2
Assam,NER,26.7499809,94.21666744,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,23.1
Manipur,NER,24.79997072,93.95001705,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,2.7
Meghalaya,NER,25.57049217,91.8800142,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,5.9
Mizoram,NER,23.71039899,92.72001461,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,1.6
Nagaland,NER,25.6669979,94.11657019,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,2.2
Tripura,NER,23.83540428,91.27999914,2020-01-13,Monday,Working,1,WINTER,pre-Covid-Lockdown,3.5
